===== synchronizedResults.txt RESULTS =====
8	10000	7384.69
8	10000	6489.71
16	10000	19608.0
16	10000	15990.4
16	10000	15784.1
16	10000	14352.2
16	10000	15885.0
32	10000	38677.0
32	10000	36873.6
32	10000	37097.0
32	10000	35693.1
32	10000	35405.8
1	100000	204.972
1	100000	205.865
1	100000	205.069
1	100000	184.148
1	100000	239.362
2	100000	580.134
2	100000	580.095
2	100000	498.807
2	100000	485.769
2	100000	494.510
4	100000	756.502
4	100000	1043.01
4	100000	714.681
4	100000	1471.37
4	100000	1200.65
8	100000	1210.10
8	100000	1349.73
8	100000	1451.42
8	100000	1409.74
8	100000	1144.62
16	100000	2676.08
16	100000	2722.19
16	100000	2981.42
16	100000	2844.05
16	100000	2425.82
32	100000	9377.00
32	100000	7979.16
32	100000	6873.39
32	100000	8764.73
32	100000	6065.86
1	1000000	39.0497
1	1000000	42.3585
1	1000000	44.6623
1	1000000	39.5054
1	1000000	45.3364
2	1000000	125.073
2	1000000	118.054
2	1000000	84.5465
2	1000000	102.231
2	1000000	109.159
4	1000000	471.487
4	1000000	290.037
4	1000000	285.275
4	1000000	309.608
4	1000000	350.525
8	1000000	2224.29
8	1000000	1297.45
8	1000000	1136.43
8	1000000	2273.55
8	1000000	1982.15
16	1000000	3009.12
16	1000000	5066.38
16	1000000	5170.95
16	1000000	3051.11
16	1000000	2858.71
32	1000000	6763.23
32	1000000	7730.39
32	1000000	8906.80
32	1000000	6602.29
32	1000000	6284.95
